Title;Director;Cast;Genre;IMDB_Rating;Metascore;Runtime;Votes;Year
Hot Rod;Akiva Schaffer;Andy Samberg, Jorma Taccone, Bill Hader, Danny R. McBride;Comedy;67;430;88;849560;2007
Game Night;John Francis Daley;Jason Bateman, Rachel McAdams, Kyle Chandler, Sharon Horgan;Comedy;69;660;100;2292920;2018
The First Wives Club;Hugh Wilson;Goldie Hawn, Bette Midler, Diane Keaton, Maggie Smith;Comedy;64;580;103;484130;1996
Scary Movie;Keenen Ivory Wayans;Shawn Wayans, Marlon Wayans, Cheri Oteri, Shannon Elizabeth;Comedy;62;480;88;2549270;2000
Blockers;Kay Cannon;Leslie Mann, Ike Barinholtz, John Cena, Kathryn Newton;Comedy;62;690;102;784980;2018
The Bank Dick;Edward F. Cline;W.C. Fields, Cora Witherspoon, Una Merkel, Evelyn Del Rio;;;;;;1940
Mrs. Doubtfire;Chris Columbus;Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein;Comedy;70;530;125;2640710;1993
Pitch Perfect;Jason Moore;Anna Kendrick, Skylar Astin, Rebel Wilson, Adam DeVine;Comedy;71;660;112;2999640;2012
Four Lions;Christopher Morris;Riz Ahmed, Arsher Ali, Nigel Lindsay, Kayvan Novak;Comedy;72;680;97;770850;2009
Safety Last;Fred C. Newmeyer;Harold Lloyd, Mildred Davis, Bill Strother, Noah Young;;;;;;1923
Big;Penny Marshall;Tom Hanks, Elizabeth Perkins, Robert Loggia, John Heard;Comedy;73;730;104;2159130;1988
Wet Hot American Summer;David Wain;Janeane Garofalo, David Hyde Pierce, Michael Showalter, Marguerite Moreau;Comedy;65;420;97;574340;2001
Barbershop;Tim Story;Ice Cube, Anthony Anderson, Cedric the Entertainer, Sean Patrick Thomas;Comedy;63;660;102;312170;2002
Dazed and Confused;Richard Linklater;Jason London, Wiley Wiggins, Sasha Jenson, Rory Cochrane;Comedy;76;780;103;1798510;1993
Ace Ventura: Pet Detective;Tom Shadyac;Jim Carrey, Courteney Cox, Sean Young, Tone Loc;Comedy;69;370;86;2960690;1994
Idiocracy;Mike Judge;Luke Wilson, Maya Rudolph, Dax Shepard, Terry Crews;Comedy;65;660;84;1594560;2006
Team America: World Police;Trey Parker;Trey Parker, Matt Stone, Kristen Miller, Masasa;Comedy;72;640;98;1677090;2004
Kissing Jessica Stein;Charles Herman-Wurmfeld;Jennifer Westfeldt, Heather Juergensen, Scott Cohen, Tovah Feldshuh;;;;;;2001
Trainwreck;Judd Apatow;Amy Schumer, Bill Hader, Brie Larson, Colin Quinn;Comedy;62;750;125;1361450;2015
Pee-wee's Big Adventure;Tim Burton;Paul Reubens, Elizabeth Daily, Mark Holton, Diane Salinger;Comedy;70;470;91;527230;1985
Tommy Boy;Peter Segal;Chris Farley, David Spade, Brian Dennehy, Bo Derek;Comedy;71;460;97;859690;1995
Life;Ted Demme;Eddie Murphy, Martin Lawrence, Obba Babatundé, Ned Beatty;Comedy;67;630;108;499500;1999
Zoolander;Ben Stiller;Ben Stiller, Owen Wilson, Will Ferrell, Christine Taylor;Comedy;65;610;90;2613360;2001
Super Troopers;Jay Chandrasekhar;Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter;Comedy;70;480;100;1037640;2001
Happy Gilmore;Dennis Dugan;Adam Sandler, Christopher McDonald, Julie Bowen, Frances Bay;Comedy;70;310;92;2182100;1996
21 Jump Street;Phil Lord;Jonah Hill, Channing Tatum, Brie Larson, Dave Franco;Comedy;72;690;109;5462650;2012
Bill & Ted's Excellent Adventure;Stephen Herek;Keanu Reeves, Alex Winter, George Carlin, Bernie Casey;Comedy;69;500;90;1287540;1989
Broadcast News;James L. Brooks;William Hurt, Albert Brooks, Holly Hunter, Robert Prosky;Comedy;72;840;133;307730;1987
Lost in America;Albert Brooks;Albert Brooks, Julie Hagerty, Michael Greene, Tom Tarpey;;;;;;1985
In the Loop;Armando Iannucci;Peter Capaldi, Tom Hollander, Gina McKee, James Gandolfini;Comedy;74;830;106;575080;2009
Crazy Rich Asians;Jon M. Chu;Constance Wu, Henry Golding, Michelle Yeoh, Gemma Chan;Comedy;69;740;120;1663900;2018
Shaolin Soccer;Stephen Chow;Stephen Chow, Zhao Wei, Patrick Tse, Cecilia Cheung;Comedy;73;680;87;793400;2001
Top Five;Chris Rock;Chris Rock, Rosario Dawson, Kevin Hart, Gabrielle Union;;;;;;2014
Road to Morocco;David Butler;Bing Crosby, Bob Hope, Dorothy Lamour, Anthony Quinn;;;;;;1942
Up in Smoke;Lou Adler;Cheech Marin, Tommy Chong, Stacy Keach, Edie Adams;Comedy;57;;61;1840;1978
The 40-Year-Old Virgin;Judd Apatow;Steve Carell, Catherine Keener, Paul Rudd, Romany Malco;Comedy;71;730;116;4273940;2005
The Grand Budapest Hotel;Wes Anderson;Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody;Comedy;81;880;99;7809520;2014
In Bruges;Martin McDonagh;Colin Farrell, Brendan Gleeson, Ralph Fiennes, Ciarán Hinds;Comedy;79;670;107;4139750;2008
American Pie;Paul Weitz;Jason Biggs, Shannon Elizabeth, Alyson Hannigan, Chris Klein;Comedy;70;580;95;3994050;1999
All About My Mother;Pedro Almodóvar;Cecilia Roth, Eloy Azorín, Marisa Paredes, Penélope Cruz;;;;;;1999
Burn After Reading;Joel Coen;George Clooney, Frances McDormand, John Malkovich, Tilda Swinton;Comedy;70;630;96;3278700;2008
Legally Blonde;Robert Luketic;Reese Witherspoon, Luke Wilson, Selma Blair, Matthew Davis;Comedy;64;590;96;2107170;2001
Pride;Matthew Warchus;Bill Nighy, Imelda Staunton, Dominic West, Paddy Considine;Comedy;78;790;119;556950;2014
Beetlejuice;Tim Burton;Michael Keaton, Alec Baldwin, Geena Davis, Jeffrey Jones;Comedy;75;700;92;2913340;1988
House Party;Reginald Hudlin;Robin Harris, Christopher Reid, Christopher Martin, Martin Lawrence;Comedy;;;;;1990
The Birdcage;Mike Nichols;Robin Williams, Gene Hackman, Nathan Lane, Dianne Wiest;Comedy;71;720;117;881340;1996
City Slickers;Ron Underwood;Billy Crystal, Daniel Stern, Bruno Kirby, Patricia Wettig;Comedy;68;700;113;559150;1991
Stripes;Ivan Reitman;Bill Murray, Harold Ramis, Warren Oates, P.J. Soles;Comedy;68;680;106;730410;1981
Abbott and Costello Meet Frankenstein;Charles Barton;Bud Abbott, Lou Costello, Bela Lugosi, Lenore Aubert;Horror;73;;83;174360;1948
Clue;Jonathan Lynn;Eileen Brennan, Martin Mull, Lesley Ann Warren, Tim Curry;Comedy;;;;;1985
Spy;Paul Feig;Melissa McCarthy, Jason Statham, Rose Byrne, Miranda Hart;Comedy;70;750;120;2422370;2015
I Like It Like That;Darnell Martin;Lauren Vélez, Jon Seda, Tomas Melly, Desiree Casado;;;;;;1994
Bridget Jones's Diary;Sharon Maguire;Renée Zellweger, Colin Firth, Hugh Grant, Gemma Jones;Comedy;67;660;97;2405190;2001
The School of Rock;Richard Linklater;Jack Black, Joan Cusack, Mike White, Sarah Silverman;;;;;;2003
Moonstruck;Norman Jewison;Cher, Nicolas Cage, Vincent Gardenia, Olympia Dukakis;Comedy;71;830;102;585910;1987
The In-Laws;Arthur Hiller;Peter Falk, Alan Arkin, Richard Libertini, Nancy Dussault;Thriller;57;460;98;170650;1979
The Ladykillers;Alexander Mackendrick;Alec Guinness, Katie Johnson, Cecil Parker, Herbert Lom;Comedy;62;560;104;1040760;1955
A League of Their Own;Penny Marshall;Tom Hanks, Geena Davis, Madonna, Lori Petty;Comedy;73;690;128;1044020;1992
Dirty Rotten Scoundrels;Frank Oz;Steve Martin, Michael Caine, Glenne Headly, Anton Rodgers;Comedy;74;680;110;709350;1988
M*A*S*H;Robert Altman;Donald Sutherland, Elliott Gould, Sally Kellerman, Tom Skerritt;Comedy;84;;25;559650;1970
When Harry Met Sally...;Rob Reiner;Billy Crystal, Meg Ryan, Carrie Fisher, Bruno Kirby;Comedy;77;760;95;2134860;1989
Harold & Kumar Go to White Castle;Danny Leiner;John Cho, Kal Penn, Paula Garcés, Neil Patrick Harris;Comedy;70;640;88;1933850;2004
Napoleon Dynamite;Jared Hess;Jon Heder, Jon Gries, Aaron Ruell, Efren Ramirez;Comedy;69;640;96;2146900;2004
Arthur;Steve Gordon;Dudley Moore, John Gielgud, Liza Minnelli, Geraldine Fitzgerald;Comedy;69;690;97;284350;1981
Tootsie;Sydney Pollack;Dustin Hoffman, Jessica Lange, Teri Garr, Dabney Coleman;Comedy;74;880;116;1052190;1982
Best in Show;Christopher Guest;Michael Hitchcock, Parker Posey, Eugene Levy, Catherine O'Hara;Comedy;74;780;90;614350;2000
Mean Girls;Mark Waters;Lindsay Lohan, Rachel McAdams, Tina Fey, Tim Meadows;Comedy;71;660;97;3706270;2004
Spaceballs;Mel Brooks;Mel Brooks, John Candy, Rick Moranis, Bill Pullman;Comedy;71;460;96;1869650;1987
Sister Act;Emile Ardolino;Whoopi Goldberg, Maggie Smith, Kathy Najimy, Wendy Makkena;Comedy;64;510;100;971920;1992
Step Brothers;Adam McKay;Will Ferrell, John C. Reilly, Richard Jenkins, Mary Steenburgen;Comedy;69;510;98;2892090;2008
UHF;Jay Levey;Weird Al Yankovic, Victoria Jackson, Kevin McCarthy, Michael Richards;Comedy;69;320;97;283310;1989
National Lampoon's Vacation;Harold Ramis;Chevy Chase, Beverly D'Angelo, Christie Brinkley, Anthony Michael Hall;Comedy;73;550;98;1069010;1983
Galaxy Quest;Dean Parisot;Tim Allen, Sigourney Weaver, Alan Rickman, Tony Shalhoub;Comedy;74;700;102;1616580;1999
Harold and Maude;Hal Ashby;Bud Cort, Ruth Gordon, Cyril Cusack, Vivian Pickles;Comedy;79;620;91;766340;1971
Meet the Parents;Jay Roach;Robert De Niro, Ben Stiller, Blythe Danner, Teri Polo;Comedy;70;730;108;3296720;2000
Girls Trip;Malcolm D. Lee;Regina Hall, Queen Latifah, Jada Pinkett Smith, Tiffany Haddish;Comedy;62;710;122;372610;2017
Being There;Hal Ashby;Peter Sellers, Shirley MacLaine, Jack Warden, Melvyn Douglas;Comedy;80;830;130;716700;1979
Wayne's World;Penelope Spheeris;Mike Myers, Dana Carvey, Rob Lowe, Tia Carrere;Comedy;70;570;94;1548120;1992
Fast Times at Ridgemont High;Amy Heckerling;Sean Penn, Jennifer Jason Leigh, Judge Reinhold, Robert Romanus;Comedy;71;610;90;1034150;1982
Arsenic and Old Lace;Frank Capra;Cary Grant, Raymond Massey, Priscilla Lane, Peter Lorre;Comedy;79;;118;700740;1944
Kung Fu Hustle;Stephen Chow;Stephen Chow, Yuen Wah, Yuen Qiu, Siu-Lung Leung;Comedy;77;780;99;1369580;2004
Booksmart;Olivia Wilde;Kaitlyn Dever, Beanie Feldstein, Jessica Williams, Jason Sudeikis;Comedy;71;840;102;1138030;2019
Heathers;Michael Lehmann;Winona Ryder, Christian Slater, Shannen Doherty, Lisanne Falk;Comedy;72;720;103;1009660;1989
Playtime;Jacques Tati;Jacques Tati, Barbara Dennek, Jacqueline Lecomte, Valérie Camille;Comedy;78;;155;224080;1967
Beverly Hills Cop;Martin Brest;Eddie Murphy, Judge Reinhold, John Ashton, Lisa Eilbacher;Comedy;73;660;105;1801710;1984
Office Space;Mike Judge;Ron Livingston, Jennifer Aniston, David Herman, Ajay Naidu;Comedy;77;680;89;2609350;1999
Four Weddings and a Funeral;Mike Newell;Hugh Grant, Andie MacDowell, Kristin Scott Thomas, Simon Callow;Comedy;71;810;117;1505180;1994
The Graduate;Mike Nichols;Dustin Hoffman, Anne Bancroft, Katharine Ross, William Daniels;Comedy;80;830;106;2693910;1967
Ferris Bueller's Day Off;John Hughes;Matthew Broderick, Alan Ruck, Mia Sara, Jennifer Grey;Comedy;78;610;103;3482000;1986
There's Something About Mary;Bobby Farrelly;Cameron Diaz, Matt Dillon, Ben Stiller, Lee Evans;Comedy;71;690;119;3071730;1998
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;Larry Charles;Sacha Baron Cohen, Pamela Anderson, Ken Davitian, Luenell;Comedy;73;890;84;4006710;2006
Friday;F. Gary Gray;Ice Cube, Chris Tucker, Nia Long, Tiny Lister Jr.;Comedy;72;540;91;1109490;1995
Superbad;Greg Mottola;Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader;Comedy;76;760;113;5629950;2007
Hot Fuzz;Edgar Wright;Simon Pegg, Nick Frost, Jim Broadbent, Paddy Considine;Comedy;78;810;121;4960280;2007
The Hangover;Todd Phillips;Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha;Comedy;77;730;100;7673070;2009
Elf;Jon Favreau;Will Ferrell, James Caan, Bob Newhart, Edward Asner;Comedy;70;640;97;2610750;2003
A Fish Called Wanda;Charles Crichton;John Cleese, Jamie Lee Curtis, Kevin Kline, Michael Palin;Comedy;75;800;108;1408280;1988
Anchorman: The Legend of Ron Burgundy;Adam McKay;Will Ferrell, Christina Applegate, Paul Rudd, Steve Carell;Comedy;71;630;94;3498530;2004
Ghostbusters;Ivan Reitman;Bill Murray, Dan Aykroyd, Harold Ramis, Sigourney Weaver;Comedy;78;710;105;4045500;1984
Austin Powers: International Man of Mystery;Jay Roach;Mike Myers, Elizabeth Hurley, Michael York, Mimi Rogers;Comedy;70;510;89;2362960;1997
Dumb & Dumber;Peter Farrelly;Jim Carrey, Jeff Daniels, Lauren Holly, Teri Garr;;;;;;1994
The Odd Couple;Gene Saks;Jack Lemmon, Walter Matthau, John Fiedler, Herb Edelman;Comedy;79;;30;62450;1968
The Producers;Mel Brooks;Zero Mostel, Gene Wilder, Dick Shawn, Kenneth Mars;Comedy;75;960;88;554840;1968
Clerks;Kevin Smith;Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti, Lisa Spoonhauer;Comedy;77;700;92;2198110;1994
What We Do in the Shadows;Jemaine Clement;Jemaine Clement, Taika Waititi, Jonathan Brugh, Cori Gonzalez-Macuer;Comedy;86;;30;653030;2014
The Lady Eve;Preston Sturges;Barbara Stanwyck, Henry Fonda, Charles Coburn, Eugene Pallette;;;;;;1941
A Night at the Opera;Sam Wood;Groucho Marx, Harpo Marx, Kitty Carlisle, Chico Marx;;;;;;1935
Adam's Rib;George Cukor;Spencer Tracy, Katharine Hepburn, Judy Holliday, Tom Ewell;;;;;;1949
Sullivan's Travels;Preston Sturges;Joel McCrea, Veronica Lake, Robert Warwick, William Demarest;Adventure;79;;90;260760;1941
Caddyshack;Harold Ramis;Chevy Chase, Rodney Dangerfield, Bill Murray, Ted Knight;Comedy;72;480;98;1158720;1980
The Great Dictator;Charles Chaplin;Charles Chaplin, Paulette Goddard, Jack Oakie, Reginald Gardiner;Comedy;84;;125;2201140;1940
The Philadelphia Story;George Cukor;Cary Grant, Katharine Hepburn, James Stewart, Ruth Hussey;;;;;;1940
Raising Arizona;Joel Coen;Nicolas Cage, Holly Hunter, Trey Wilson, John Goodman;Comedy;73;690;94;1370920;1987
Clueless;Amy Heckerling;Alicia Silverstone, Stacey Dash, Brittany Murphy, Paul Rudd;Comedy;69;680;97;2087500;1995
Annie Hall;Woody Allen;Woody Allen, Diane Keaton, Tony Roberts, Carol Kane;Comedy;80;920;93;2626560;1977
His Girl Friday;Howard Hawks;Cary Grant, Rosalind Russell, Ralph Bellamy, Gene Lockhart;Comedy;78;;92;579170;1940
Withnail and I;Bruce Robinson;Richard E. Grant, Paul McGann, Richard Griffiths, Ralph Brown;;;;;;1987
Trading Places;John Landis;Dan Aykroyd, Eddie Murphy, Ralph Bellamy, Don Ameche;Comedy;75;690;116;1493270;1983
Bridesmaids;Paul Feig;Kristen Wiig, Maya Rudolph, Rose Byrne, Ellie Kemper;Comedy;68;750;125;2877290;2011
Young Frankenstein;Mel Brooks;Gene Wilder, Peter Boyle, Cloris Leachman, Marty Feldman;Comedy;80;800;106;1556850;1974
Shaun of the Dead;Edgar Wright;Simon Pegg, Kate Ashfield, Lucy Davis, Nick Frost;Comedy;79;760;99;5463390;2004
The Naked Gun;David Zucker;Leslie Nielsen, George Kennedy, Priscilla Presley, Ricardo Montalban;;;;;;1988
The Blues Brothers;John Landis;John Belushi, Dan Aykroyd, James Brown, Cab Calloway;Comedy;79;600;133;1958340;1980
Coming to America;John Landis;Eddie Murphy, Arsenio Hall, John Amos, James Earl Jones;Comedy;71;470;117;2047850;1988
Life of Brian;Terry Jones;Graham Chapman, John Cleese, Terry Gilliam, Terry Jones;Comedy;80;770;94;3928740;1979
The Jerk;Carl Reiner;Steve Martin, Bernadette Peters, Catlin Adams, Mabel King;Comedy;71;610;94;575110;1979
The General;Clyde Bruckman;Buster Keaton, Marion Mack, Glen Cavender, Jim Farley;Comedy;82;;67;899030;1926
The Thin Man;W. S. Van Dyke;William Powell, Myrna Loy, Maureen O'Sullivan, Nat Pendleton;Comedy;79;860;91;292530;1934
This Is Spinal Tap;Rob Reiner;Rob Reiner, Michael McKean, Christopher Guest, Harry Shearer;Comedy;79;920;82;1380190;1984
National Lampoon's Animal House;John Landis;John Belushi, Kevin Bacon, Donald Sutherland, Karen Allen;Comedy;74;790;109;1195070;1978
Blazing Saddles;Mel Brooks;Cleavon Little, Gene Wilder, Madeline Kahn, Slim Pickens;Comedy;77;730;93;1366680;1974
Bringing Up Baby;Howard Hawks;Katharine Hepburn, Cary Grant, Charlie Ruggles, May Robson;Comedy;78;910;102;608310;1938
Modern Times;Charlie Chaplin;Charlie Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford;Comedy;85;960;87;2372560;1936
The Apartment;Billy Wilder;Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston;Comedy;83;940;125;1781900;1960
Groundhog Day;Harold Ramis;Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky;Comedy;81;720;101;6146950;1993
The Princess Bride;Rob Reiner;Cary Elwes, Robin Wright, Mandy Patinkin, Chris Sarandon;Adventure;80;770;98;4208830;1987
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb;Stanley Kubrick;Peter Sellers, George C. Scott, Keenan Wynn, Slim Pickens;;;;;;1964
Duck Soup;Leo McCarey;Groucho Marx, Harpo Marx, Chico Marx, Zeppo Marx;;;;;;1933
The Big Lebowski;Joel Coen;Jeff Bridges, John Goodman, Julianne Moore, Steve Buscemi;Comedy;81;710;117;7905440;1998
It Happened One Night;Frank Capra;Claudette Colbert, Clark Gable, Walter Connolly, Roscoe Karns;Comedy;81;870;105;1022510;1934
Some Like It Hot;Billy Wilder;Tony Curtis, Jack Lemmon, Marilyn Monroe, George Raft;Comedy;82;980;121;2622080;1959
Monty Python and the Holy Grail;Terry Gilliam;Graham Chapman, John Cleese, Terry Gilliam, Eric Idle;Comedy;82;910;91;5314980;1975
Airplane!;Jim Abrahams;Robert Hays, Julie Hagerty, Peter Graves, Robert Stack;Comedy;77;780;88;2333030;1980
City Lights;Charles Chaplin;Charlie Chaplin, Virginia Cherrill, Harry Myers, Hank Mann;Comedy;85;990;87;1815670;1931
The Three Musketeers;Fred Niblo;Douglas Fairbanks, Leon Barry, George Siegmann, Eugene Pallette;Comedy;63;430;105;545570;1921
King Kong;Merian C. Cooper;Fay Wray, Bruce Cabot, Robert Armstrong, Frank Reicher;Drama;72;810;187;4164010;1933
Captain Blood;Michael Curtiz;Errol Flynn, Olivia de Havilland, Basil Rathbone, Lionel Atwill;;;;;;1935
The Adventures of Robin Hood;Michael Curtiz;Errol Flynn, Olivia de Havilland, Basil Rathbone, Claude Rains;Adventure;79;970;102;506230;1938
The Wizard of Oz;Victor Fleming;Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr;Adventure;81;920;102;3899920;1939
Gunga Din;George Stevens;Cary Grant, Douglas Fairbanks Jr., Victor McLaglen, Joan Fontaine;Adventure;72;;117;119010;1939
The Treasure of the Sierra Madre;John Huston;Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett;Drama;82;980;126;1231100;1948
The African Queen;John Huston;Humphrey Bogart, Katharine Hepburn, Robert Morley, Peter Bull;Adventure;77;910;105;778600;1951
Moby Dick;John Huston;Gregory Peck, Richard Basehart, Leo Genn, Orson Welles;Drama;73;;116;198690;1956
The Hidden Fortress;Akira Kurosawa;Toshirô Mifune, Misa Uehara, Minoru Chiaki, Kamatari Fujiwara;Adventure;81;890;126;385120;1958
Journey to the Center of the Earth;Henry Levin;Pat Boone, James Mason, Arlene Dahl, Diane Baker;Sci-Fi;58;570;93;1214040;1959
Lawrence of Arabia;David Lean;Peter O'Toole, Alec Guinness, Anthony Quinn, Omar Sharif;Drama;83;1000;218;2880040;1962
The Great Escape;John Sturges;Steve McQueen, James Garner, Richard Attenborough, Charles Bronson;Drama;82;860;172;2407200;1963
The Man Who Would Be King;John Huston;Sean Connery, Michael Caine, Christopher Plummer, Saeed Jaffrey;Adventure;78;910;129;484330;1975
Raiders of the Lost Ark;Steven Spielberg;Harrison Ford, Karen Allen, Paul Freeman, Wolf Kahler;;;;;;1981
Indiana Jones and the Temple of Doom;Steven Spielberg;Harrison Ford, Kate Capshaw, Ke Huy Quan, Amrish Puri;Adventure;75;570;118;4780350;1984
Romancing the Stone;Robert Zemeckis;Michael Douglas, Kathleen Turner, Danny DeVito, Zack Norman;Comedy;69;630;106;922300;1984
The Neverending Story;Wolfgang Petersen;Barret Oliver, Noah Hathaway, Tami Stronach, Moses Gunn;;;;;;1984
The Goonies;Richard Donner;Sean Astin, Josh Brolin, Jeff Cohen, Corey Feldman;Comedy;77;620;114;2651570;1985
Return to Oz;Walter Murch;Fairuza Balk, Nicol Williamson, Jean Marsh, Piper Laurie;Horror;67;420;113;270360;1985
Flight of the Navigator;Randal Kleiser;Joey Cramer, Veronica Cartwright, Cliff De Young, Sarah Jessica Parker;Comedy;69;640;90;477370;1986
Labyrinth;Jim Henson;David Bowie, Jennifer Connelly, Toby Froud, Shelley Thompson;Adventure;73;500;101;1342080;1986
Indiana Jones and the Last Crusade;Steven Spielberg;Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody;Adventure;82;650;127;7382330;1989
The Armour of God;Jackie Chan;Jackie Chan, Alan Tam, Rosamund Kwan, Lola Forner;;;;;;1987
Hook;Steven Spielberg;Dustin Hoffman, Robin Williams, Julia Roberts, Bob Hoskins;Comedy;68;520;142;2502020;1991
White Fang;Randal Kleiser;Klaus Maria Brandauer, Ethan Hawke, Seymour Cassel, Susan Hogan;Adventure;67;620;107;208380;1991
Robin Hood: Prince of Thieves;Kevin Reynolds;Kevin Costner, Morgan Freeman, Mary Elizabeth Mastrantonio, Christian Slater;Drama;69;510;143;1910220;1991
The Last of the Mohicans;Michael Mann;Daniel Day-Lewis, Madeleine Stowe, Russell Means, Eric Schweig;Drama;77;760;112;1659150;1992
Rudyard Kipling's The Jungle Book;Stephen Sommers;Jason Scott Lee, Cary Elwes, Lena Headey, Sam Neill;;;;;;1994
Jumanji;Joe Johnston;Robin Williams, Bonnie Hunt, Kirsten Dunst, Bradley Pierce;Comedy;70;390;104;3367510;1995
The Mask of Zorro;Martin Campbell;Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Stuart Wilson;Comedy;68;630;136;1815470;1998
The Mummy;Stephen Sommers;Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo;Horror;54;340;110;1840240;1999
The Lord of the Rings: The Fellowship of the Ring;Peter Jackson;Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen;Drama;88;920;178;17986940;2001
Lara Croft: Tomb Raider;Simon West;Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor;Thriller;57;330;100;2076450;2001
The Count of Monte Cristo;Kevin Reynolds;Jim Caviezel, Guy Pearce, Dagmara Dominczyk, Richard Harris;Drama;77;610;131;1365250;2002
Pirates of the Caribbean: The Curse of the Black Pearl;Gore Verbinski;Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley;Adventure;80;630;143;10832660;2003
Master and Commander: The Far Side of the World;Peter Weir;Russell Crowe, Paul Bettany, Billy Boyd, James D'Arcy;Drama;74;810;138;2177280;2003
Big Fish;Tim Burton;Ewan McGregor, Albert Finney, Billy Crudup, Jessica Lange;Drama;80;580;125;4358410;2003
National Treasure;Jon Turteltaub;Nicolas Cage, Diane Kruger, Justin Bartha, Sean Bean;Thriller;69;390;131;3258850;2004
Zathura;Jon Favreau;Josh Hutcherson, Jonah Bobo, Dax Shepard, Kristen Stewart;;;;;;2005
Duma;Carroll Ballard;Alexander Michaletos, Eamonn Walker, Campbell Scott, Hope Davis;;;;;;2005
Stardust;Matthew Vaughn;Claire Danes, Charlie Cox, Robert De Niro, Michelle Pfeiffer;Adventure;76;660;127;2693240;2007
Nim's Island;Jennifer Flackett;Abigail Breslin, Jodie Foster, Gerard Butler, Michael Carman;Comedy;60;550;96;351570;2008
City of Ember;Gil Kenan;Saoirse Ronan, Harry Treadaway, Bill Murray, Tim Robbins;Adventure;64;580;90;654400;2008
Alice in Wonderland;Tim Burton;Johnny Depp, Mia Wasikowska, Helena Bonham Carter, Anne Hathaway;Comedy;74;680;75;1390140;2010
Life of Pi;Ang Lee;Suraj Sharma, Irrfan Khan, Tabu, Rafe Spall;Drama;79;790;127;6170240;2012
The Jungle Book;Jon Favreau;Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba;Comedy;76;650;78;1787180;2016
Kong: Skull Island;Jordan Vogt-Roberts;Tom Hiddleston, Samuel L. Jackson, Brie Larson, John C. Reilly;Sci-Fi;66;620;118;3106480;2017
Jumanji: Welcome to the Jungle;Jake Kasdan;Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan;Adventure;69;580;119;3653200;2017
The Lost City of Z;James Gray;Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland;Drama;66;780;141;891680;2016
A Wrinkle in Time;Ava DuVernay;Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling;Sci-Fi;42;530;109;445070;2018
Dora and the Lost City of Gold;James Bobin;Isabela Moner, Eugenio Derbez, Michael Peña, Eva Longoria;Comedy;61;630;102;301660;2019
The Kid Who Would Be King;Joe Cornish;Louis Ashbourne Serkis, Rebecca Ferguson, Patrick Stewart, Dean Chaumoo;Adventure;61;660;120;165970;2019
Bring It On;Peyton Reed;Kirsten Dunst, Eliza Dushku, Jesse Bradford, Gabrielle Union;Comedy;61;520;98;951580;2000
High School Musical 3: Senior Year;Kenny Ortega;Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel;Comedy;48;570;112;619980;2008
O;Tim Blake Nelson;Mekhi Phifer, Josh Hartnett, Julia Stiles, Andrew Keegan;Thriller;61;530;95;212010;2001
10 Things I Hate About You;Gil Junger;Heath Ledger, Julia Stiles, Joseph Gordon-Levitt, Larisa Oleynik;Comedy;73;700;97;3297270;1999
Palo Alto;Gia Coppola;James Franco, Emma Roberts, Nat Wolff, Zoe Levin;;;;;;2013
Freedom Writers;Richard LaGravenese;Hilary Swank, Patrick Dempsey, Scott Glenn, Imelda Staunton;Drama;76;640;123;776980;2007
The DUFF;Ari Sandel;Mae Whitman, Robbie Amell, Bella Thorne, Bianca Santos;Comedy;64;560;101;928250;2015
Elephant;Gus Van Sant;Alex Frost, Eric Deulen, John Robinson, Elias McConnell;Drama;71;700;81;905790;2003
Pretty in Pink;Howard Deutch;Molly Ringwald, Jon Cryer, Andrew McCarthy, Annie Potts;Comedy;67;560;97;802770;1986
Mr. Holland's Opus;Stephen Herek;Richard Dreyfuss, Glenne Headly, Jay Thomas, Olympia Dukakis;;;;;;1995
Grease;Randal Kleiser;John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway;Comedy;72;700;110;2637950;1978
Blackboard Jungle;Richard Brooks;Glenn Ford, Vic Morrow, Anne Francis, Louis Calhern;;;;;;1955
